Abkuerzung Betriebspunkt;Bezeichnung Betriebspunkt;Abkuerzung Betriebspunkt Strecke;Bezeichnung Betriebspunkt Strecke;LINIE;Kilometrierung des Betriebspunktes;LINIENNAME;VERWALTUNG;E;N;geopos;BPUIC;Didok Nummer;Name Haltestelle;lod
GUET;Guttingen;GUET;Guttingen;824;90.48996;Romanshorn - Konstanz;SBB CFF;2739367.23;1274765.368;1274765.37113,2739367.23065;8506124;6124;Güttingen;http://lod.opentransportdata.swiss/didok/8506124
GZ;Galmiz;GZ;Galmiz;251;80.674;Palezieux Est - Lyss Nord;SBB CFF;2578271.699;1200016.23;1200016.23116,2578271.70054;8504129;4129;Galmiz;http://lod.opentransportdata.swiss/didok/8504129
HAS;Hasle LU;HAS;Hasle LU;460;64.14717;Gumligen Sud - Fluhmuhle;SBB CFF;2646287.41;1203188.293;1203188.29113,2646287.4106;8508212;8212;Hasle LU;http://lod.opentransportdata.swiss/didok/8508212
HD;Hallwil;HD;Hallwil;651;34.487;Hubeli - Beinwil - Lenzburg;SBB CFF;2655733.931;1242236.263;1242236.26114,2655733.9306;8502031;2031;Hallwil;http://lod.opentransportdata.swiss/didok/8502031
HED;Hedingen;HED;Hedingen;711;22.10764;ZH Hardbrucke - Kollermuhle;SBB CFF;2676185.947;1239144.259;1239144.26114,2676185.95061;8502223;2223;Hedingen;http://lod.opentransportdata.swiss/didok/8502223
HGO;Horgen Oberdorf;HGO;Horgen Oberdorf;660;16.81272;Thalwil - Zug - Fluhmuhle;SBB CFF;2687130.036;1234843.269;1234843.27114,2687130.04062;8502208;2208;Horgen Oberdorf;http://lod.opentransportdata.swiss/didok/8502208
HI;Hinwil;HI;Hinwil;742;13.96577;Hinwil - Baretswil - Bauma;SBB CFF;2705960.695;1239742.648;1239742.65112,2705960.70064;8503130;3130;Hinwil;http://lod.opentransportdata.swiss/didok/8503130
HUCH;Hunenberg Chamleten;HUCH;Hunenberg Chamleten;660;44.855;Thalwil - Zug - Fluhmuhle;SBB CFF;2676669.845;1224737.797;1224737.80113,2676669.84062;8502306;2306;Hünenberg Chämleten;http://lod.opentransportdata.swiss/didok/8502306
HUEB;Hubeli LU;HUEB;Hubeli LU;500;88.44952;Basel SBB - Olten - Luzern;SBB CFF;2663795.451;1215174.305;1215174.30114,2663795.45061;8515404;15404;Hübeli LU;http://lod.opentransportdata.swiss/didok/8515404
HURO;Hurlistein Ost;HUER;Hurlistein (Abzw);756;15.24087;Ueberwerfung Hurlistein;SBB CFF;2692878.831;1253042.476;1253042.48114,2692878.83062;8518271;18271;Hürlistein Ost;http://lod.opentransportdata.swiss/didok/8518271
HURW;Hurlistein West;HUER;Hurlistein (Abzw);751;13.68029;ZH Langstr. - Wallisellen - Winterthur;SBB CFF;2691345.703;1253329.672;1253329.67113,2691345.70062;8518270;18270;Hürlistein West;http://lod.opentransportdata.swiss/didok/8518270
ISL;Islikon;ISL;Islikon;840;38.05057;Winterthur Nord - Romanshorn;SBB CFF;2705956.274;1267295.91;1267295.91114,2705956.27063;8506019;6019;Islikon;http://lod.opentransportdata.swiss/didok/8506019
JON;Jonction (Geneve);JON;Jonction (Geneve);154;0.9406;Furet - Jonction;SBB CFF;2498286.872;1117563.821;1117563.82113,2498286.87049;8501041;1041;Jonction (Genève);http://lod.opentransportdata.swiss/didok/8501041
KAIO;Kaisten Ost (Abzw);KAIO;Kaisten Ost (Abzw);701;66.90019;Eglisau - Koblenz - Stein Sackingen Ost;SBB CFF;2645700.47;1267119.902;1267119.90115,2645700.47058;8515448;15448;Kaisten Ost (Abzw);http://lod.opentransportdata.swiss/didok/8515448
KBD;Koblenz Dorf;KBD;Koblenz Dorf;701;46.92473;Eglisau - Koblenz - Stein Sackingen Ost;SBB CFF;2660268.967;1273497.245;1273497.25116,2660268.97059;8503411;3411;Koblenz Dorf;http://lod.opentransportdata.swiss/didok/8503411
KBGR;Koblenz Grenze;KBGR;Koblenz Grenze;702;42.68535;Turgi - Koblenz - Waldshut;SBB CFF;2659825.475;1273465.984;1273465.98116,2659825.48059;8500330;330;Koblenz Grenze;http://lod.opentransportdata.swiss/didok/8500330
KF;Konolfingen;KF;Konolfingen;430;18.74137;Hasle Ruegsau - Thun;SBB CFF;2613928.979;1192191.873;1192191.87114,2613928.98058;8508202;8202;Konolfingen;http://lod.opentransportdata.swiss/didok/8508202
KF;Konolfingen;KF;Konolfingen;460;20.51824;Gumligen Sud - Fluhmuhle;SBB CFF;2613928.979;1192191.873;1192191.87114,2613928.98058;8508202;8202;Konolfingen;http://lod.opentransportdata.swiss/didok/8508202
KIL;Kilchberg;KIL;Kilchberg;720;8.63617;ZH Langstrasse - Thalwil - Ziegelbrucke;SBB CFF;2683863.343;1242099.427;1242099.43114,2683863.34062;8503200;3200;Kilchberg;http://lod.opentransportdata.swiss/didok/8503200
KLW;Killwangen-Spreitenbach;KLW;Killwangen-Spreitenbach;710;16.1125;Zurich HB - Brugg AG;SBB CFF;2669072.525;1254017.032;1254017.03114,2669072.5206;8503506;3506;Killwangen-Spreitenbach;http://lod.opentransportdata.swiss/didok/8503506
KN;Kempten;KN;Kempten;753;15.75999;Effretikon - Wetzikon - Hinwil;SBB CFF;2703252.16;1243251.66;1243251.66113,2703252.16063;8503300;3300;Kempten;http://lod.opentransportdata.swiss/didok/8503300
KNO;Knonau;KNO;Knonau;711;31.72842;ZH Hardbrucke - Kollermuhle;SBB CFF;2677870.745;1230435.549;1230435.55113,2677870.75062;8502226;2226;Knonau;http://lod.opentransportdata.swiss/didok/8502226
KOL;Kollbrunn;KOL;Kollbrunn;754;8.64454;Winterthur Gruze - Bauma - Ruti ZH West;SBB CFF;2700692.782;1257249.965;1257249.96113,2700692.78063;8506004;6004;Kollbrunn;http://lod.opentransportdata.swiss/didok/8506004
KRH;Kreuzlingen Hafen;KRH;Kreuzlingen Hafen;824;100.17151;Romanshorn - Konstanz;SBB CFF;2730978.661;1279067.571;1279067.57113,2730978.66064;8506128;6128;Kreuzlingen Hafen;http://lod.opentransportdata.swiss/didok/8506128
LACL;La Clef;LACL;La Clef;225;63.795;Biel/Bienne West - La Chaux-de-Fonds;SBB CFF;2565545.006;1221828.843;1221828.84116,2565545.01053;8519217;19217;La Clef;http://lod.opentransportdata.swiss/didok/8519217
LBW;Lenzburg West (Abzw);LB;Lenzburg;645;60.18012;Lenzburg West - Suhr;SBB CFF;2654909.42;1249348.182;1249348.18115,2654909.42059;8515407;15407;Lenzburg West (Abzw);http://lod.opentransportdata.swiss/didok/8515407
LBW;Lenzburg West (Abzw);LB;Lenzburg;650;32.313;Killwangen West - Lenzburg - Daniken Ost;SBB CFF;2654909.42;1249348.182;1249348.18115,2654909.42059;8515407;15407;Lenzburg West (Abzw);http://lod.opentransportdata.swiss/didok/8515407
LD;Le Landeron;LD;Le Landeron;210;87.71714;Daillens - Biel/Bienne;SBB CFF;2571714.491;1211802.091;1211802.09115,2571714.49053;8504225;4225;Le Landeron;http://lod.opentransportdata.swiss/didok/8504225
LDS;Landschlacht;LDS;Landschlacht;824;94.57485;Romanshorn - Konstanz;SBB CFF;2735910.703;1276924.504;1276924.50113,2735910.70065;8588122;88122;Landschlacht;http://lod.opentransportdata.swiss/didok/8588122
LGN;Lugano Nord;LG;Lugano;600;179.7896;Immensee - Bellinzona - Chiasso;SBB CFF;2716493.116;1096524.543;1096524.54107,2716493.12069;8515408;15408;Lugano Nord;http://lod.opentransportdata.swiss/didok/8515408
LGUS;Lochligut Sud (Abzw);LGUT;Lochligut (Abzw);450;102.50122;Olten Sud - Bern;SBB CFF;2602392.063;1202122.533;1202122.53114,2602392.06056;8504448;4448;Löchligut Süd (Abzw);http://lod.opentransportdata.swiss/didok/8504448
LGUT;Lochligut (Abzw);LGUT;Lochligut (Abzw);400;4.84863;Lochligut - Wanzwil - Rothrist West;SBB CFF;2602078.83;1203280.731;1203280.73115,2602078.83056;8504449;4449;Löchligut (Abzw);http://lod.opentransportdata.swiss/didok/8504449
LGUT;Lochligut (Abzw);LGUT;Lochligut (Abzw);459;101.2767;Rutti - Lochligut;SBB CFF;2602078.83;1203280.731;1203280.73115,2602078.83056;8504449;4449;Löchligut (Abzw);http://lod.opentransportdata.swiss/didok/8504449
LIN;Linthal;LIN;Linthal;736;84.4537;Ziegelbrucke Ost - Linthal Gleisende;SBB CFF;2718741.32;1198342.263;1198342.26111,2718741.32066;8503239;3239;Linthal;http://lod.opentransportdata.swiss/didok/8503239
LNTW;Neustadttunnel West (Vzw);HEIM;Heimbach (Spw);9553;0.0;Neustadttunnel Ost - Neustadttunnel West;SBB CFF;2665369.0;1211156.0;1211156.00113,2665369.00061;8509013;9013;Neustadttunnel West (Vzw);http://lod.opentransportdata.swiss/didok/8509013
LOC;Le Locle;LOC;Le Locle;233;0.0;Le Locle - Les Brenets;SBB CFF;2547390.022;1212103.713;1212103.71116,2547390.02051;8504316;4316;Le Locle;http://lod.opentransportdata.swiss/didok/8504316
LOCF;Le Locle-Frontiere;LOCF;Le Locle-Frontiere;217;481.74;Besancon - Le Locle-Frontiere;SBB CFF;2545162.982;1211274.04;1211274.04117,2545162.98051;8504319;4319;Le Locle-Frontière;http://lod.opentransportdata.swiss/didok/8504319
LONB;Lonay B (bif);LON;Lonay-Preverenges;162;9.7108;Lausanne-Triage P1 - Lonay B;SBB CFF;2529846.956;1153022.02;1153022.02114,2529846.96051;8515337;15337;Lonay B (bif);http://lod.opentransportdata.swiss/didok/8515337
LP;La Plaine;LP;La Plaine;151;74.778;Geneve St-Jean - La Plaine-Frontiere;SBB CFF;2488911.782;1115153.608;1115153.61113,2488911.78048;8501001;1001;La Plaine;http://lod.opentransportdata.swiss/didok/8501001
LQ;Landquart;LQ;Landquart;900;12.31727;Sargans Ost - Chur West (Gleisende);SBB CFF;2760969.261;1203988.14;1203988.1411,2760969.26069;8509002;9002;Landquart;http://lod.opentransportdata.swiss/didok/8509002
LQ;Landquart;LQ;Landquart;920;0.0;Landquart RhB - Chur - Disentis;SBB CFF;2760969.261;1203988.14;1203988.1411,2760969.26069;8509002;9002;Landquart;http://lod.opentransportdata.swiss/didok/8509002
LSA;La Sarraz;LSA;La Sarraz;200;22.74756;Renens VD Ouest - Vallorbe;SBB CFF;2529486.726;1167920.862;1167920.86115,2529486.73051;8501108;1108;La Sarraz;http://lod.opentransportdata.swiss/didok/8501108
LSGS;Lichtensteig Sud (Abzw);LSG;Lichtensteig;853;17.89224;Wil Sud - Wattwil - Uznach;SOB;2724127.45;1241954.275;1241954.27112,2724127.45065;8515454;15454;Lichtensteig Süd (Abzw);http://lod.opentransportdata.swiss/didok/8515454
LST;Liestal;LST;Liestal;9501;8.0;Projekt Juradurchstich;SBB CFF;2622064.002;1259340.621;1259340.62116,2622064.00056;8500023;23;Liestal;http://lod.opentransportdata.swiss/didok/8500023
LSTD;Lausanne TRIDEL;LSTD;Lausanne TRIDEL;176;3.96886;Lausanne-Sebeillon - Lausanne-TRIDEL;SBB CFF;2539153.836;1153887.239;1153887.24114,2539153.84052;8516276;16276;Lausanne TRIDEL;http://lod.opentransportdata.swiss/didok/8516276
LTAB;Lausanne-Triage A/B;LT;Lausanne-Triage;170;8.1;Lausanne-Triage (Est - Sud);SBB CFF;2531359.434;1153559.113;1153559.11114,2531359.43051;8501141;1141;Lausanne-Triage A/B;http://lod.opentransportdata.swiss/didok/8501141
LTAB;Lausanne-Triage A/B;LT;Lausanne-Triage;172;8.1;Lausanne-Triage  A/B - B;SBB CFF;2531359.434;1153559.113;1153559.11114,2531359.43051;8501141;1141;Lausanne-Triage A/B;http://lod.opentransportdata.swiss/didok/8501141
LTB;Lausanne-Triage B;LT;Lausanne-Triage;172;8.51065;Lausanne-Triage  A/B - B;SBB CFF;2530999.878;1153370.922;1153370.92115,2530999.88051;8515339;15339;Lausanne-Triage B;http://lod.opentransportdata.swiss/didok/8515339
LTE;Lausanne-Triage Est;LT;Lausanne-Triage;160;7.11835;Renens VD Ouest - Lausanne-Triage sect.;SBB CFF;2532096.006;1154205.144;1154205.14114,2532096.01051;8515639;15639;Lausanne-Triage Est;http://lod.opentransportdata.swiss/didok/8515639
LTF;Lausanne-Triage F;LT;Lausanne-Triage;161;9.3;Lausanne-Triage F - Lonay A (bif);SBB CFF;2530259.401;1153073.123;1153073.12114,2530259.40051;8501150;1150;Lausanne-Triage F;http://lod.opentransportdata.swiss/didok/8501150
LTG;Langenthal GB;LTG;Langenthal GB;417;60.376;Langenthal GB - Butzberg Ost (Agl);SBB CFF;2625107.252;1229371.11;1229371.11115,2625107.25058;8508144;8144;Langenthal GB;http://lod.opentransportdata.swiss/didok/8508144
LTH;Langenthal;LTH;Langenthal;450;59.19606;Olten Sud - Bern;SBB CFF;2626215.515;1229654.225;1229654.23115,2626215.52058;8508100;8100;Langenthal;http://lod.opentransportdata.swiss/didok/8508100
LTS;Lausanne-Triage Sud;LT;Lausanne-Triage;171;11.47521;Lausanne-Triage F - Lausanne-Triage Sud;SBB CFF;2530587.955;1153032.737;1153032.74114,2530587.95051;8501143;1143;Lausanne-Triage Sud;http://lod.opentransportdata.swiss/didok/8501143
LUC;Lucens;LUC;Lucens;251;43.38158;Palezieux Est - Lyss Nord;SBB CFF;2554386.541;1173125.447;1173125.45114,2554386.54053;8504121;4121;Lucens;http://lod.opentransportdata.swiss/didok/8504121
LUE;Lusslingen;LUE;Lusslingen;415;84.19647;Wanzwil (Abzw) - Solothurn - Busswil;SBB CFF;2604393.377;1226841.624;1226841.62116,2604393.38056;8500225;225;Lüsslingen;http://lod.opentransportdata.swiss/didok/8500225
LYGR;Lyss Grien;LYGR;Lyss Grien;251;99.03;Palezieux Est - Lyss Nord;SBB CFF;2589204.974;1213528.633;1213528.63116,2589204.97055;8518749;18749;Lyss Grien;http://lod.opentransportdata.swiss/didok/8518749
LZEF;Luzern Einfahrt (Abzw);LZ;Luzern;500;94.46571;Basel SBB - Olten - Luzern;SBB CFF;2666201.893;1210767.752;1210767.75113,2666201.89062;8505045;5045;Luzern Einfahrt (Abzw);http://lod.opentransportdata.swiss/didok/8505045
LZEF;Luzern Einfahrt (Abzw);LZ;Luzern;551;94.46571;Luzern Verbindung GB;SBB CFF;2666201.893;1210767.752;1210767.75113,2666201.89062;8505045;5045;Luzern Einfahrt (Abzw);http://lod.opentransportdata.swiss/didok/8505045
LZVH;Luzern Verkehrshaus;LZVH;Luzern Verkehrshaus;570;5.94;Gutsch - Kussnacht - Immensee;SBB CFF;2668279.333;1211824.455;1211824.45113,2668279.33062;8517336;17336;Luzern Verkehrshaus;http://lod.opentransportdata.swiss/didok/8517336
LZZB;Luzern Einfahrt zb;LZ;Luzern;470;0.76799;Luzern - Meiringen;SBB CFF;2666235.092;1210759.785;1210759.79113,2666235.09062;8518891;18891;Luzern Einfahrt zb;http://lod.opentransportdata.swiss/didok/8518891
MA;Martigny;MA;Martigny;132;0.0;Martigny - Le Chatelard-Frontiere;SBB CFF;2572200.17;1106100.379;1106100.38111,2572200.17056;8501500;1500;Martigny;http://lod.opentransportdata.swiss/didok/8501500
MAH;Mahlenwald;MAH;Mahlenwald;225;37.26975;Biel/Bienne West - La Chaux-de-Fonds;SBB CFF;2586639.534;1222620.159;1222620.16116,2586639.53054;8504343;4343;Mahlenwald;http://lod.opentransportdata.swiss/didok/8504343
MBGW;Mulberg West;MBGW;Mulberg West;9782;154.0;Bruttenertunnel Nord;SBB CFF;2691716.1468;1254939.6621;1254939.66114,2691716.15062;8519643;19643;Mülberg West;http://lod.opentransportdata.swiss/didok/8519643
MEDE;Meder (Verzw);MEDE;Meder (Verzw);762;44.56682;Winterthur Nord - Schaffhausen RB Ost;SBB CFF;2692097.139;1275076.104;1275076.10115,2692097.14062;8515722;15722;Meder (Verzw);http://lod.opentransportdata.swiss/didok/8515722
MEN;Mendrisio;MEN;Mendrisio;600;198.71338;Immensee - Bellinzona - Chiasso;SBB CFF;2719585.752;1080893.637;1080893.64106,2719585.7507;8505305;5305;Mendrisio;http://lod.opentransportdata.swiss/didok/8505305
MG;Murg;MG;Murg;890;21.21914;Sargans Ost - Ziegelbrucke;SBB CFF;2734811.331;1219545.792;1219545.79111,2734811.33067;8509417;9417;Murg;http://lod.opentransportdata.swiss/didok/8509417
MGT;Murgenthal;MGT;Murgenthal;450;52.2224;Olten Sud - Bern;SBB CFF;2629778.496;1235016.297;1235016.30115,2629778.50058;8508102;8102;Murgenthal;http://lod.opentransportdata.swiss/didok/8508102
MH;Muhlehorn;MH;Muhlehorn;890;24.60025;Sargans Ost - Ziegelbrucke;SBB CFF;2731611.216;1219992.977;1219992.98111,2731611.22066;8509418;9418;Mühlehorn;http://lod.opentransportdata.swiss/didok/8509418
MI;Muri AG;MI;Muri AG;653;81.4905;Gexi Ost - Rotkreuz - Immensee West;SBB CFF;2668186.73;1236587.637;1236587.64114,2668186.73061;8502215;2215;Muri AG;http://lod.opentransportdata.swiss/didok/8502215
MINU;Minusio;MINU;Minusio;630;170.485;Giubiasco - Locarno;SBB CFF;2706639.8919;1114552.9831;1114552.98108,2706639.89068;8505417;5417;Minusio;http://lod.opentransportdata.swiss/didok/8505417
MOE;Mohlin;MOE;Mohlin;700;68.2677;Brugg - Pratteln Ost;SBB CFF;2629745.673;1267979.917;1267979.92116,2629745.67057;8500302;302;Möhlin;http://lod.opentransportdata.swiss/didok/8500302
MSPI;Munsterlingen Spital;MSPI;Munsterlingen Spital;824;95.46374;Romanshorn - Konstanz;SBB CFF;2735088.705;1277256.484;1277256.48113,2735088.70065;8506143;6143;Münsterlingen Spital;http://lod.opentransportdata.swiss/didok/8506143
MTM;Mettmenstetten;MTM;Mettmenstetten;711;28.91015;ZH Hardbrucke - Kollermuhle;SBB CFF;2677128.313;1233072.865;1233072.86113,2677128.31062;8502225;2225;Mettmenstetten;http://lod.opentransportdata.swiss/didok/8502225
MUEB;Munchenbuchsee;MUEB;Munchenbuchsee;260;10.12482;Zollikofen Nord - Biel/Bienne Aebistr.;SBB CFF;2601012.404;1207814.651;1207814.65115,2601012.40056;8504411;4411;Münchenbuchsee;http://lod.opentransportdata.swiss/didok/8504411
MUR;Murat (diag);MUR;Murat (diag);150;42.66282;Lausanne - Geneve-Aeroport;SBB CFF;2505150.427;1134324.275;1134324.27114,2505150.43049;8501029;1029;Murat (diag);http://lod.opentransportdata.swiss/didok/8501029
NETR;Neuchatel-Triage;NE;Neuchatel;215;75.58378;Neuchatel - Neuchatel Est;SBB CFF;2562009.401;1205318.185;1205318.18116,2562009.40053;8504240;4240;Neuchâtel-Triage;http://lod.opentransportdata.swiss/didok/8504240
NEY;Neyruz;NEY;Neyruz;250;55.38;Lausanne Est - Bern;SBB CFF;2571460.794;1179498.303;1179498.30114,2571460.79054;8504027;4027;Neyruz;http://lod.opentransportdata.swiss/didok/8504027
NG;Niederglatt;NG;Niederglatt;760;15.25639;Zurich Hardbrucke  - Bulach;SBB CFF;2680238.503;1260178.196;1260178.20115,2680238.50061;8503313;3313;Niederglatt;http://lod.opentransportdata.swiss/didok/8503313
NH;Neuhausen;NH;Neuhausen;762;53.8373;Winterthur Nord - Schaffhausen RB Ost;SBB CFF;2689074.51;1282062.883;1282062.88115,2689074.51061;8503423;3423;Neuhausen;http://lod.opentransportdata.swiss/didok/8503423
NID;Nidfurn-Haslen;NID;Nidfurn-Haslen;736;75.78335;Ziegelbrucke Ost - Linthal Gleisende;SBB CFF;2723284.388;1205142.759;1205142.76112,2723284.39066;8503234;3234;Nidfurn-Haslen;http://lod.opentransportdata.swiss/didok/8503234
NIDO;Nidelbad Ost (Abzw);NIDB;Nidelbad (Abzw);723;11.31521;Nidelbad Sud - Thalwil Nord;SBB CFF;2684378.217;1239586.644;1239586.64113,2684378.22062;8503329;3329;Nidelbad Ost (Abzw);http://lod.opentransportdata.swiss/didok/8503329
NIDO;Nidelbad Ost (Abzw);NIDB;Nidelbad (Abzw);725;11.37459;Nidelbad - Nidelbad Ost;SBB CFF;2684378.217;1239586.644;1239586.64113,2684378.22062;8503329;3329;Nidelbad Ost (Abzw);http://lod.opentransportdata.swiss/didok/8503329
NIF;Niederfeld (Spw);NIF;Niederfeld (Spw);700;54.82916;Brugg - Pratteln Ost;SBB CFF;2641922.008;1264449.688;1264449.69116,2641922.01058;8515171;15171;Niederfeld (Spw);http://lod.opentransportdata.swiss/didok/8515171
NV;La Neuveville;NV;La Neuveville;9210;90.04861;La Neuveville - Tuscherz;SBB CFF;2573912.987;1212480.91;1212480.91116,2573912.99054;8504226;4226;La Neuveville;http://lod.opentransportdata.swiss/didok/8504226
NW;Niederweningen;NW;Niederweningen;761;25.18586;Oberglatt - Niederweningen Gleisende;SBB CFF;2670132.801;1262688.316;1262688.32114,2670132.8006;8503319;3319;Niederweningen;http://lod.opentransportdata.swiss/didok/8503319
NWD;Niederweningen Dorf;NWD;Niederweningen Dorf;761;24.13361;Oberglatt - Niederweningen Gleisende;SBB CFF;2671001.81;1262110.808;1262110.81114,2671001.8106;8503318;3318;Niederweningen Dorf;http://lod.opentransportdata.swiss/didok/8503318
OEN;Oensingen;OEN;Oensingen;412;0.0;Oensingen - Balsthal;SBB CFF;2620520.218;1237162.272;1237162.27115,2620520.22057;8500212;212;Oensingen;http://lod.opentransportdata.swiss/didok/8500212
OLN;Olten Nord (Abzw);OL;Olten;503;37.52939;Sissach - Laufelfingen - Olten;SBB CFF;2636215.64;1246124.591;1246124.59116,2636215.64058;8500243;243;Olten Nord (Abzw);http://lod.opentransportdata.swiss/didok/8500243
OLO;Olten Ost (Abzw);OL;Olten;540;41.2548;Olten - Woschnau;SBB CFF;2636792.073;1245423.56;1245423.56115,2636792.07058;8500244;244;Olten Ost (Abzw);http://lod.opentransportdata.swiss/didok/8500244
ONB;Onnens-Bonvillars;ONB;Onnens-Bonvillars;210;47.482;Daillens - Biel/Bienne;SBB CFF;2542873.844;1187106.296;1187106.30116,2542873.84051;8504202;4202;Onnens-Bonvillars;http://lod.opentransportdata.swiss/didok/8504202
OSS;Ossingen;OSS;Ossingen;821;19.47161;Oberwinterthur - Etzwilen West (Abzw);SBB CFF;2696645.782;1274562.348;1274562.35114,2696645.78062;8506023;6023;Ossingen;http://lod.opentransportdata.swiss/didok/8506023
OWT;Oberwinterthur;OWT;Oberwinterthur;841;29.66282;Oberwinterthur - Oberw. Unterhaltanlage;SBB CFF;2699572.409;1262746.4;1262746.40114,2699572.41063;8506016;6016;Oberwinterthur;http://lod.opentransportdata.swiss/didok/8506016
OWT;Oberwinterthur;OWT;Oberwinterthur;842;29.66282;Oberwinterthur - SA Punten;SBB CFF;2699572.409;1262746.4;1262746.40114,2699572.41063;8506016;6016;Oberwinterthur;http://lod.opentransportdata.swiss/didok/8506016
OWTU;Oberwinterthur Unterhaltanlage;OWT;Oberwinterthur;841;30.61045;Oberwinterthur - Oberw. Unterhaltanlage;SBB CFF;2700119.202;1263520.436;1263520.44114,2700119.20063;8506037;6037;Oberwinterthur Unterhaltanlage;http://lod.opentransportdata.swiss/didok/8506037
PALB;Palezieux Est (bif);PAL;Palezieux;250;21.2;Lausanne Est - Bern;SBB CFF;2554370.435;1155161.747;1155161.75114,2554370.43053;8515350;15350;Palézieux Est (bif);http://lod.opentransportdata.swiss/didok/8515350
PALV;Palezieux-Village;PALV;Palezieux-Village;251;23.41202;Palezieux Est - Lyss Nord;SBB CFF;2553240.909;1156385.667;1156385.67113,2553240.91053;8504016;4016;Palézieux-Village;http://lod.opentransportdata.swiss/didok/8504016
PAY;Payerne;PAY;Payerne;251;58.4689;Palezieux Est - Lyss Nord;SBB CFF;2561939.492;1185510.189;1185510.19115,2561939.49053;8504134;4134;Payerne;http://lod.opentransportdata.swiss/didok/8504134
PAYE;Payerne Est (bif);PAY;Payerne;253;28.927;Payerne Est - Fribourg Nord;SBB CFF;2562566.951;1186322.89;1186322.89114,2562566.95053;8515351;15351;Payerne Est (bif);http://lod.opentransportdata.swiss/didok/8515351
PIA;Pianotondo (c bin);PIA;Pianotondo (c bin);600;117.41615;Immensee - Bellinzona - Chiasso;SBB CFF;2709337.643;1142040.408;1142040.41109,2709337.64067;8505244;5244;Pianotondo (c bin);http://lod.opentransportdata.swiss/didok/8505244
